anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
37521,Vinland Saga,UNKNOWN,ヴィンランド・サガ,8.74,"Action, Adventure, Drama","Young Thorfinn grew up listening to the stories of old sailors that had traveled the ocean and reached the place of legend, Vinland. It's said to be warm and fertile, a place where there would be no need for fighting—not at all like the frozen village in Iceland where he was born, and certainly not like his current life as a mercenary. War is his home now. Though his father once told him, ""You have no enemies, nobody does. There is nobody who it's okay to hurt,"" as he grew, Thorfinn knew that nothing was further from the truth.

The war between England and the Danes grows worse with each passing year. Death has become commonplace, and the viking mercenaries are loving every moment of it. Allying with either side will cause a massive swing in the balance of power, and the vikings are happy to make names for themselves and take any spoils they earn along the way. Among the chaos, Thorfinn must take his revenge and kill Askeladd, the man who murdered his father. The only paradise for the vikings, it seems, is the era of war and death that rages on.",TV,24.0,"Jul 8, 2019 to Dec 30, 2019",summer 2019,Finished Airing,"Production I.G, Dentsu, Kodansha, Twin Engine",Sentai Filmworks,Wit Studio,Manga,24 min per ep,R - 17+ (violence & profanity),43.0,86,42142,764554.0,1357211,https://cdn.myanimelist.net/images/anime/1500/103005.jpg
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,8.78,Sports,"After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces.

Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!.",TV,10.0,"Oct 8, 2016 to Dec 10, 2016",fall 2016,Finished Airing,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Manga,24 min per ep,PG-13 - Teens 13 or older,37.0,117,15202,757885.0,1141227,https://cdn.myanimelist.net/images/anime/7/81992.jpg
13601,Psycho-Pass,Psycho-Pass,サイコパス,8.34,"Action, Mystery, Sci-Fi, Suspense","Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.

Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.",TV,22.0,"Oct 12, 2012 to Mar 22, 2013",fall 2012,Finished Airing,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Funimation,Production I.G,Original,23 min per ep,R - 17+ (violence & profanity),211.0,60,37749,757398.0,1568535,https://cdn.myanimelist.net/images/anime/5/43399.jpg
14741,Chuunibyou demo Koi ga Shitai!,"Love, Chunibyo & Other Delusions!",中二病でも恋がしたい!,7.71,"Comedy, Romance","Everybody has had that stage in their life where they have thought themselves to be special, different from the masses of ordinary humans. They might go as far as seeing themselves capable of wielding mystical powers, or maybe even believe themselves to have descended from a fantasy realm. This ""disease"" is known as ""chuunibyou"" and is often the source of some of the most embarrassing moments of a person's life.

For Yuuta Togashi, the scars that his chuunibyou has left behind are still fresh. Having posed as the ""Dark Flame Master"" during his middle school years, he looks back at those times with extreme embarrassment, so much so that he decides to attend a high school far away where nobody will recognize him. Putting his dark history behind him, he longs to live a normal high school life.

Unfortunately, he hasn't escaped his past yet: enter Rikka Takanashi, Yuuta's new classmate and self-declared vessel of the ""Wicked Eye."" As this eccentric young girl crashes into Yuuta's life, his dream of an ordinary, chuunibyou-free life quickly crumbles away. In this hilarious and heartwarming story of a boy who just wants to leave his embarrassing memories behind, the delusions of old are far from a thing of the past.",TV,12.0,"Oct 4, 2012 to Dec 20, 2012",fall 2012,Finished Airing,"Lantis, Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,Light novel,24 min per ep,PG-13 - Teens 13 or older,1106.0,91,17477,751777.0,1305194,https://cdn.myanimelist.net/images/anime/12/46931.jpg
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,8.44,"Action, Adventure, Supernatural","Joutarou Kuujou and his allies have finally made it to Egypt, where the immortal Dio awaits. Upon their arrival, the group gains a new comrade: Iggy, a mutt who wields the Stand ""The Fool."" It's not all good news however, as standing in their path is a new group of Stand users who serve Dio, each with a Stand representative of an ancient Egyptian god. As their final battle approaches, it is a race against time to break Joutarou's mother free from her curse and end Dio's reign of terror over the Joestar family once and for all.",TV,24.0,"Jan 10, 2015 to Jun 20, 2015",winter 2015,Finished Airing,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",VIZ Media,David Production,Manga,23 min per ep,R - 17+ (violence & profanity),152.0,132,19950,746262.0,1049227,https://cdn.myanimelist.net/images/anime/11/75045.jpg
42897,Horimiya,Horimiya,ホリミヤ,8.2,Romance,"On the surface, the thought of Kyouko Hori and Izumi Miyamura getting along would be the last thing in people's minds. After all, Hori has a perfect combination of beauty and brains, while Miyamura appears meek and distant to his fellow classmates. However, a fateful meeting between the two lays both of their hidden selves bare. Even though she is popular at school, Hori has little time to socialize with her friends due to housework. On the other hand, Miyamura lives under the noses of his peers, his body bearing secret tattoos and piercings that make him look like a gentle delinquent.

Having opposite personalities yet sharing odd similarities, the two quickly become friends and often spend time together in Hori's home. As they both emerge from their shells, they share with each other a side of themselves concealed from the outside world.",TV,13.0,"Jan 10, 2021 to Apr 4, 2021",winter 2021,Finished Airing,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, My Theater D.D., Global Solutions, Mirai-Kojo",Funimation,CloverWorks,Manga,23 min per ep,PG-13 - Teens 13 or older,350.0,100,31922,745655.0,1242756,https://cdn.myanimelist.net/images/anime/1695/111486.jpg
2167,Clannad,Clannad,CLANNAD,8.0,"Drama, Romance, Supernatural","Tomoya Okazaki is a delinquent who finds life dull and believes he'll never amount to anything. Along with his friend Youhei Sunohara, he skips school and plans to waste his high school days away.

One day while walking to school, Tomoya passes a young girl muttering quietly to herself. Without warning she exclaims ""Anpan!"" (a popular Japanese food) which catches Tomoya's attention. He soon discovers the girl's name is Nagisa Furukawa and that she exclaims things she likes in order to motivate herself. Nagisa claims they are now friends, but Tomoya walks away passing the encounter off as nothing.

However, Tomoya finds he is noticing Nagisa more and more around school. Eventually he concedes and befriends her. Tomoya learns Nagisa has been held back a year due to a severe illness and that her dream is to revive the school's drama club. Claiming he has nothing better to do, he decides to help her achieve this goal along with the help of four other girls.

As Tomoya spends more time with the girls, he learns more about them and their problems. As he attempts to help each girl overcome her respective obstacle, he begins to realize life isn't as dull as he once thought.",TV,23.0,"Oct 5, 2007 to Mar 28, 2008",fall 2007,Finished Airing,"Pony Canyon, TBS, Movic, Animation Do",Sentai Filmworks,Kyoto Animation,Visual novel,24 min per ep,PG-13 - Teens 13 or older,584.0,81,27253,736679.0,1371535,https://cdn.myanimelist.net/images/anime/1804/95033.jpg
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,8.5,"Action, Adventure, Supernatural","The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation.

Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs.",TV,39.0,"Apr 2, 2016 to Dec 24, 2016",spring 2016,Finished Airing,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",VIZ Media,David Production,Manga,23 min per ep,R - 17+ (violence & profanity),126.0,131,38033,728205.0,1055922,https://cdn.myanimelist.net/images/anime/3/79156.jpg
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,ようこそ実力至上主義の教室へ,7.86,Drama,"On the surface, Koudo Ikusei Senior High School is a utopia. The students enjoy an unparalleled amount of freedom, and it is ranked highly in Japan. However, the reality is less than ideal. Four classes, A through D, are ranked in order of merit, and only the top classes receive favorable treatment.

Kiyotaka Ayanokouji is a student of Class D, where the school dumps its worst. There he meets the unsociable Suzune Horikita, who believes she was placed in Class D by mistake and desires to climb all the way to Class A, and the seemingly amicable class idol Kikyou Kushida, whose aim is to make as many friends as possible.

While class membership is permanent, class rankings are not; students in lower ranked classes can rise in rankings if they score better than those in the top ones. Additionally, in Class D, there are no bars on what methods can be used to get ahead. In this cutthroat school, can they prevail against the odds and reach the top?",TV,12.0,"Jul 12, 2017 to Sep 27, 2017",summer 2017,Finished Airing,"Studio Hibari, Lantis, AT-X, Sony Music Communications, Toranoana, Crunchyroll, Kadokawa Media House, Kadokawa, AKABEiSOFT2",Funimation,Lerche,Light novel,24 min per ep,PG-13 - Teens 13 or older,807.0,113,17258,725321.0,1152610,https://cdn.myanimelist.net/images/anime/5/86830.jpg
9756,Mahou Shoujo Madoka★Magica,Puella Magi Madoka Magica,魔法少女まどか★マギカ,8.36,"Award Winning, Drama, Suspense","Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student.

Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems.

A story of hope, despair, and friendship, Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.",TV,12.0,"Jan 7, 2011 to Apr 22, 2011",winter 2011,Finished Airing,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,24 min per ep,PG-13 - Teens 13 or older,198.0,101,52582,723489.0,1233989,https://cdn.myanimelist.net/images/anime/11/55225.jpg
33206,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,7.97,"Fantasy, Slice of Life","As Kobayashi sets off for another day at work, she opens her apartment door only to be met by an unusually frightening sight—the head of a dragon, staring at her from across the balcony. The dragon immediately transforms into a cute, busty, and energetic young girl dressed in a maid outfit, introducing herself as Tooru.

It turns out that the stoic programmer had come across the dragon the previous night on a drunken excursion to the mountains, and since the mythical beast had nowhere else to go, she had offered the creature a place to stay in her home. Thus, Tooru had arrived to cash in on the offer, ready to repay her savior's kindness by working as her personal maidservant. Though deeply regretful of her words and hesitant to follow through on her promise, a mix of guilt and Tooru's incredible dragon abilities convinces Kobayashi to take the girl in.

Despite being extremely efficient at her job, the maid's unorthodox methods of housekeeping often end up horrifying Kobayashi and at times bring more trouble than help. Furthermore, the circumstances behind the dragon's arrival on Earth seem to be much more complicated than at first glance, as Tooru bears some heavy emotions and painful memories. To top it all off, Tooru's presence ends up attracting several other mythical beings to her new home, bringing in a host of eccentric personalities. Although Kobayashi makes her best effort to handle the crazy situation that she has found herself in, nothing has prepared her for this new life with a dragon maid.",TV,13.0,"Jan 12, 2017 to Apr 6, 2017",winter 2017,Finished Airing,"Lantis, Pony Canyon, ABC Animation","Funimation, Crunchyroll",Kyoto Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,622.0,107,16784,714128.0,1183112,https://cdn.myanimelist.net/images/anime/5/85434.jpg
5081,Bakemonogatari,Bakemonogatari,化物語,8.33,"Mystery, Romance, Supernatural","Koyomi Araragi, a third-year high school student, manages to survive a vampire attack with the help of Meme Oshino, a strange man residing in an abandoned building. Though being saved from vampirism and now a human again, several side effects such as superhuman healing abilities and enhanced vision still remain. Regardless, Araragi tries to live the life of a normal student, with the help of his friend and the class president, Tsubasa Hanekawa.

When fellow classmate Hitagi Senjougahara falls down the stairs and is caught by Araragi, the boy realizes that the girl is unnaturally weightless. Despite Senjougahara's protests, Araragi insists he help her, deciding to enlist the aid of Oshino, the very man who had once helped him with his own predicament.

Through several tales involving demons and gods, Bakemonogatari follows Araragi as he attempts to help those who suffer from supernatural maladies.",TV,15.0,"Jul 3, 2009 to Jun 25, 2010",summer 2009,Finished Airing,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,25 min per ep,R - 17+ (violence & profanity),222.0,87,48111,710022.0,1355489,https://cdn.myanimelist.net/images/anime/11/75274.jpg
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,8.37,"Drama, Fantasy, Ecchi","Despite being bullied, scorned, and oppressed all of his life, a 34-year-old shut-in still found the resolve to attempt something heroic—only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents.

Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend.

As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world—love.",TV,11.0,"Jan 11, 2021 to Mar 22, 2021",winter 2021,Finished Airing,"Frontier Works, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE, Toho Music",Funimation,Studio Bind,Light novel,23 min per ep,R - 17+ (violence & profanity),196.0,110,28815,706690.0,1158166,https://cdn.myanimelist.net/images/anime/1530/117776.jpg
7054,Kaichou wa Maid-sama!,Maid Sama!,会長はメイド様!,8.01,"Comedy, Romance","Misaki Ayuzawa is a unique phenomenon within Seika High School. In a predominantly male institution, she became the first-ever female student council president through her honesty and diligence. Ever since Misaki got promoted to the position, she has been working tirelessly to ensure a better school life for all girls. Despite that, Misaki is very strict with the boys, which has earned her the title ""Demon President."" 

One day, after hearing a girl cry in the hallway, Misaki encounters Takumi Usui—the most popular boy in the school—as he rejects a love confession. Enraged at what she is seeing, Misaki reprimands him for making the girl cry. However, Usui is indifferent and brushes it off as nothing.

Unexpectedly, Misaki soon runs into Usui again, but this time when she is working at a maid cafe! Embarrassed that someone has found out about her secret occupation, Misaki promises herself not to let Usui destroy her reputation. However, the mysterious boy now begins to visit the same cafe regularly to observe and tease Misaki. When push comes to shove, will Usui still be able to keep the president's secret?",TV,26.0,"Apr 2, 2010 to Sep 24, 2010",spring 2010,Finished Airing,"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",Sentai Filmworks,J.C.Staff,Manga,24 min per ep,PG-13 - Teens 13 or older,570.0,103,22311,705048.0,1202350,https://cdn.myanimelist.net/images/anime/6/25254.jpg
34599,Made in Abyss,Made in Abyss,メイドインアビス,8.66,"Adventure, Drama, Fantasy, Mystery, Sci-Fi","The Abyss—a gaping chasm stretching down into the depths of the earth, filled with mysterious creatures and relics from a time long past. How did it come to be? What lies at the bottom? Countless brave individuals, known as Divers, have sought to solve these mysteries of the Abyss, fearlessly descending into its darkest realms. The best and bravest of the Divers, the White Whistles, are hailed as legends by those who remain on the surface.

Riko, daughter of the missing White Whistle Lyza the Annihilator, aspires to become like her mother and explore the furthest reaches of the Abyss. However, just a novice Red Whistle herself, she is only permitted to roam its most upper layer. Even so, Riko has a chance encounter with a mysterious robot with the appearance of an ordinary young boy. She comes to name him Reg, and he has no recollection of the events preceding his discovery. Certain that the technology to create Reg must come from deep within the Abyss, the two decide to venture forth into the chasm to recover his memories and see the bottom of the great pit with their own eyes. However, they know not of the harsh reality that is the true existence of the Abyss.",TV,13.0,"Jul 7, 2017 to Sep 29, 2017",summer 2017,Finished Airing,"AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Kadokawa, Global Solutions, IRMA LA DOUCE",Sentai Filmworks,Kinema Citrus,Web manga,25 min per ep,R - 17+ (violence & profanity),62.0,93,41896,699786.0,1294124,https://cdn.myanimelist.net/images/anime/6/86733.jpg
32282,Shokugeki no Souma: Ni no Sara,Food Wars! The Second Plate,食戟のソーマ 弍ノ皿,8.09,"Gourmet, Ecchi","The qualifiers of the Autumn Elections are now over, and only eight talented chefs remain. Now, they face off in one-on-one food wars, each with their own unique themes. Met with both new judges and new opponents all with their own specialties, Souma must stay on his toes if he hopes to make it to the top of both the Autumn Elections and Tootsuki Culinary Academy.",TV,13.0,"Jul 2, 2016 to Sep 24, 2016",summer 2016,Finished Airing,"Dentsu, Lantis, Mainichi Broadcasting System, KlockWorx, Showgate, Shueisha",Sentai Filmworks,J.C.Staff,Manga,24 min per ep,PG-13 - Teens 13 or older,476.0,124,3055,699147.0,1095541,https://cdn.myanimelist.net/images/anime/8/79353.jpg
26243,Owari no Seraph,Seraph of the End: Vampire Reign,終わりのセラフ,7.49,"Action, Drama, Supernatural","With the appearance of a mysterious virus that kills everyone above the age of 13, mankind becomes enslaved by previously hidden, power-hungry vampires who emerge in order to subjugate society with the promise of protecting the survivors, in exchange for donations of their blood.

Among these survivors are Yuuichirou and Mikaela Hyakuya, two young boys who are taken captive from an orphanage, along with other children whom they consider family. Discontent with being treated like livestock under the vampires' cruel reign, Mikaela hatches a rebellious escape plan that is ultimately doomed to fail. The only survivor to come out on the other side is Yuuichirou, who is found by the Moon Demon Company, a military unit dedicated to exterminating the vampires in Japan.

Many years later, now a member of the Japanese Imperial Demon Army, Yuuichirou is determined to take revenge on the creatures that slaughtered his family, but at what cost?

Owari no Seraph is a post-apocalyptic supernatural shounen anime that follows a young man's search for retribution, all the while battling for friendship and loyalty against seemingly impossible odds.",TV,12.0,"Apr 4, 2015 to Jun 20, 2015",spring 2015,Finished Airing,"Rakuonsha, NBCUniversal Entertainment Japan, Shueisha",Funimation,Wit Studio,Manga,23 min per ep,R - 17+ (violence & profanity),1755.0,94,13330,697841.0,1275952,https://cdn.myanimelist.net/images/anime/5/73474.jpg
13759,Sakura-sou no Pet na Kanojo,The Pet Girl of Sakurasou,さくら荘のペットな彼女,8.08,"Drama, Romance","At Suimei High, the Sakura-sou dormitory is infamous for housing the school's most notorious delinquents. Thus, when the relatively tame Sorata Kanda is transferred to the dorm, escaping this insane asylum becomes his foremost goal. Trapped there for the time being, he must learn how to deal with his fellow residents, including bubbly animator Misaki Kamiigusa, charming playboy writer Jin Mitaka, and the ever-reclusive Ryuunosuke Akasaka. Surrounded by weirdness, Sorata frequently finds respite in his interactions with his one ""normal"" friend, aspiring voice actress Nanami Aoyama.

When Mashiro Shiina—a new foreign exchange student—joins the dormitory, Sorata is instantly enraptured by her beauty. Underneath her otherworldly appearance, Mashiro is an autistic savant, capable of world-renowned brilliance in her art, yet unable to perform simple daily tasks. After Sorata ends up in charge of taking care of Mashiro, the two inevitably grow closer, with Sorata's initial desire to escape the dormitory becoming a forgotten goal.

Despite their eccentricities, every resident is incredible in their own field, leaving Sorata to contend with his own lack of any particular skill. With brilliance all around him, he thus strives to become an equal to their talent. Revolving around the hardships and joys of its colorful cast, Sakura-sou no Pet na Kanojo is a heartwarming coming-of-age tale of friendship, love, ambition, and heartbreak—through the lens of an ordinary person surrounded by the extraordinary.",TV,24.0,"Oct 9, 2012 to Mar 26, 2013",fall 2012,Finished Airing,"Frontier Works, Genco, Media Factory, Animax, Mainichi Broadcasting System, ASCII Media Works, Sony Music Communications",Sentai Filmworks,J.C.Staff,Light novel,23 min per ep,PG-13 - Teens 13 or older,483.0,102,26065,686956.0,1206053,https://cdn.myanimelist.net/images/anime/4/43643.jpg
11741,Fate/Zero 2nd Season,Fate/Zero Season 2,フェイト/ゼロ 2ndシーズン,8.55,"Action, Fantasy, Supernatural","As the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win.

Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat.",TV,12.0,"Apr 8, 2012 to Jun 24, 2012",spring 2012,Finished Airing,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,Light novel,24 min per ep,R - 17+ (violence & profanity),101.0,130,20090,685313.0,1075134,https://cdn.myanimelist.net/images/anime/1522/117645.jpg
11771,Kuroko no Basket,Kuroko's Basketball,黒子のバスケ,8.06,Sports,"For the last three years, Teikou Middle School has dominated the national basketball scene with its legendary lineup: the ""Generation of Miracles."" It consisted of five prodigies who excelled at the sport, but a ""Phantom Sixth Man"" lurked in the shadows and helped earn the team their revered status. Eventually, their monstrous growth jaded them from the sport they loved and made them go their separate ways in high school.

In search of new members, the Seirin High School basketball team recruits Taiga Kagami and Tetsuya Kuroko, two freshmen who seem to have significant differences in abilities. Having returned recently from America, Kagami has both a natural aptitude and relentless love for the sport. Meanwhile, Kuroko lacks presence and exhibits no outstanding athletic talent. However, it is later revealed that he is Teikou's Phantom Sixth Man—the player once part of the Generation of Miracles.

Kuroko wants to prove to the Seirin team that he is strong in his own way. Seeing his conviction, Kagami forms a dynamic partnership with Kuroko, the latter promising to support Kagami's ""light"" as his ""shadow."" Alongside their new Seirin teammates, they aim to conquer the upcoming Interhigh championship, but the reappearance of Kuroko's former teammates complicates their plan.",TV,25.0,"Apr 8, 2012 to Sep 22, 2012",spring 2012,Finished Airing,"Bandai Visual, Lantis, Nihon Ad Systems, Mainichi Broadcasting System, Banpresto, Shueisha, BS11",UNKNOWN,Production I.G,Manga,24 min per ep,PG-13 - Teens 13 or older,518.0,111,20710,682595.0,1154764,https://cdn.myanimelist.net/images/anime/11/50453.jpg
38671,Enen no Shouboutai,Fire Force,炎炎ノ消防隊,7.71,"Action, Supernatural","Spontaneous Human Combustion: a chaotic phenomenon that has plagued humanity for years, randomly transforming ordinary people into flaming, violent creatures known as Infernals. While Infernals make up the first-generation accounts of Human Combustion, the second and third generations became known as pyrokinetics—people gifted with the ability to manipulate and control their flames while remaining human. To combat the Infernal threat and discover the cause, the Tokyo Armed Forces, Fire Defense Agency, and Holy Church of Sol produced their answer: the Special Fire Force.

Young and eager third-generation pyrokinetic Shinra Kusakabe, nicknamed Devil's Footprints for his explosive ability to ignite his feet at will, becomes a member of the lively Special Fire Force Company 8. Upholding the brigade's duty to extinguish the blazing Infernals and lay their souls to rest, Shinra is determined to become a hero who will save the lives of those threatened by the flame terror.

However, this is not the hero's game Shinra imagined. The Fire Force is a fractured mess of feuding brigades, abnormal Infernal sightings are increasing all over Tokyo, and a shadowy group is claiming to have answers to the strange fire that caused the death of Shinra's family 12 years ago. Faced with many obstacles within and outside the Fire Force, Shinra fights to uncover the truth behind the burning mysteries that have kept him in the dark.",TV,24.0,"Jul 6, 2019 to Dec 28, 2019",summer 2019,Finished Airing,"Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music",Funimation,David Production,Manga,23 min per ep,PG-13 - Teens 13 or older,1110.0,98,8931,675181.0,1251581,https://cdn.myanimelist.net/images/anime/1664/103275.jpg
34577,Nanatsu no Taizai: Imashime no Fukkatsu,The Seven Deadly Sins: Revival of the Commandments,七つの大罪 戒めの復活,7.59,"Action, Adventure, Fantasy","The fierce battle between Meliodas, the captain of the Seven Deadly Sins, and the Great Holy Knight Hendrickson has devastating consequences. Armed with the fragments necessary for the revival of the Demon Clan, Hendrickson breaks the seal, allowing the Commandments to escape, all of whom are mighty warriors working directly under the Demon King himself. Through a mysterious connection, Meliodas instantly identifies them; likewise, the 10 Commandments, too, seem to sense his presence.

As the demons leave a path of destruction in their wake, the Seven Deadly Sins must find a way to stop them before the Demon Clan drowns Britannia in blood and terror.",TV,24.0,"Jan 13, 2018 to Jun 30, 2018",winter 2018,Finished Airing,"Aniplex, Dentsu, Kodansha, Movic, Sammy",UNKNOWN,A-1 Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,1406.0,129,3743,674789.0,1079654,https://cdn.myanimelist.net/images/anime/11/90089.jpg
36511,Tokyo Ghoul:re,Tokyo Ghoul:re,東京喰種トーキョーグール：re,6.37,"Action, Fantasy, Horror","Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence.

The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there's more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be.",TV,12.0,"Apr 3, 2018 to Jun 19, 2018",spring 2018,Finished Airing,"Marvelous, Pierrot Plus, TC Entertainment",Funimation,Pierrot,Manga,24 min per ep,R - 17+ (violence & profanity),7030.0,122,3776,668942.0,1122310,https://cdn.myanimelist.net/images/anime/1063/95086.jpg
6880,Deadman Wonderland,Deadman Wonderland,デッドマン・ワンダーランド,7.15,"Action, Horror, Sci-Fi, Supernatural","It looked like it would be a normal day for Ganta Igarashi and his classmates—they were preparing to go on a class field trip to a certain prison amusement park called Deadman Wonderland, where the convicts perform dangerous acts for the onlookers' amusement. However, Ganta's life is quickly turned upside down when his whole class gets massacred by a mysterious man in red. Framed for the incident and sentenced to death, Ganta is sent to the very jail he was supposed to visit. 

But Ganta's nightmare is only just beginning. 

The young protagonist is thrown into a world of sadistic inmates and enigmatic powers, to live in constant fear of the lethal collar placed around his neck that is slowed only by winning in the prison's deathly games. Ganta must bet his life to survive in a ruthless place where it isn't always easy to tell friend from foe, all while trying to find the mysterious ""Red Man"" and clear his name, in Deadman Wonderland.",TV,12.0,"Apr 17, 2011 to Jul 3, 2011",spring 2011,Finished Airing,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC",Funimation,Manglobe,Manga,24 min per ep,R - 17+ (violence & profanity),3311.0,104,6667,666377.0,1198634,https://cdn.myanimelist.net/images/anime/9/75299.jpg
